"","varname","label","val_labels"
"1142","PP.SOA.i1","PAPA; social anxiety; item[Orig Label:  SOSIAL ANGST]","0 fraværende; 2 Sos angst forstyrrer minst 2 aktiv -noen ganger umulig å kontrollere; 3 Sos angst forstyrrer fleste aktiv -nesten alltid umulig kontrollere; 4 Forelder hjulpet barnet å unngå situasjon -men ville hatt angst"
"1143","PP.SOA.i2","PAPA; social anxiety; item[Orig Label:  FRYKT FOR AKTIVITETERDET OFFENTL ROM]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivitet -noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit - nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon siste 3 mnd - men ville hatt frykt"
"1144","PP.SOA.i3","PAPA; social anxiety; item[Orig Label:  FRYKT FOR SOSIALE SITUASJONER MED VOKSNE]","0 fraværende; 2 Frykt forstyrrer minst 2 aktivit - noen ganger umulig å kontrollere; 3 Frykt forstyrrer fleste aktivit -nesten alltid umulig å kontrollere; 4 Barnet har unngått situasjon siste 3 mnd - men ville hatt frykt"
"1145","PP.SOA.IMP","PAPA; social anxiety; impairments"," "
"1146","PP.SOA.IMP.CAT","PAPA; social anxiety; impairments; category"," "
"1147","PP.SOA.IMP.MI","PAPA; social anxiety; impairments; number of missing values"," "
"1148","PP.SOA.IMP.SS","PAPA; social anxiety; impairments; sum of scores"," "
"1149","PP.SOA.IMPstr","PAPA; social anxiety; strong impairments"," "
"1150","PP.SOA.IMPwk","PAPA; social anxiety; weak impairments"," "
"1151","PP.SOA.SC","PAPA; social anxiety; count of non-zero scores"," "
"1152","PP.SOA.SS","PAPA; social anxiety; sum of scores"," "
"1153","PP.SR.i1","PAPA; Sensoric reactivity; item[Orig Label:  FYSISK KONTAKT MED ANDRE MENNESKER]","0 fraværende; 2 Emosj opprørt el fysisk aggressiv el trekker seg tilbake når tatt på"
"1154","PP.SR.i10","PAPA; Sensoric reactivity; item 10 [Orig Label:  FOR LYS]","0 fraværende; 2 Liker skarpt lys - synes å ha forminsket reaktivitet"
"1155","PP.SR.i2","PAPA; Sensoric reactivity; item[Orig Label:  KONTAKT MED TØY, KLÆR, MERKELAPP ETC]","0 fraværende; 2 Opprørt el fysisk aggressiv evt tar forhåndsregler og unngår stimuli"
"1156","PP.SR.i3","PAPA; Sensoric reactivity; item[Orig Label:  VISUELL HYPERSENSITIVITET]","0 fraværende; 2 Emosjonelt opprørt el fysisk aggressiv el flykter fra lyset"
"1157","PP.SR.i4","PAPA; Sensoric reactivity; item[Orig Label:  HØYE ELLER SKARPE LYDER]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv eller flykter fra lyden"
"1158","PP.SR.i5","PAPA; Sensoric reactivity; item[Orig Label:  HYPERSENSITIVITET FOR LUKT/SMAK]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv eller flykter fra stimulus"
"1159","PP.SR.i6","PAPA; Sensoric reactivity; item[Orig Label:  HYPERSENSITIVITET BEVEGELSESENDRING]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv eller unngår situasjon"
"1160","PP.SR.i7","PAPA; Sensoric reactivity; item[Orig Label:  ANNEN HYPERSENSITIVITET]","0 fraværende; 2 Emosjonelt opprørt eller fysisk aggressiv"
"1161","PP.SR.i8","PAPA; Sensoric reactivity; item[Orig Label:  FOR FYSISKE STIMULI]","0 fraværende; 2 Synes å ha forminsket reaktivitet for fysiske stimuli eller smerte"
"1162","PP.SR.i9","PAPA; Sensoric reactivity; item[Orig Label:  FOR LYD]","0 fraværende; 2 Liker høye lyder - synes å ha forminsket reaktivitet"
"1163","PP.SR.SS","PAPA; Sensoric reactivity; sum of scores"," "
"1164","PP.VERSJON_PAPA_K2_TBL1","PAPA; VERSJON_PAPA_K2_TBL1"," "
"1165","PP.XOTHER.GR","PAPA; Other disorder than ADHD; diagnostic groups","1 Yes; 2 No"
"1166","PPS.T.Reticent.i12","PPS; Teacher rating; Reticent; item 12 [Orig Label: 12 Ser på eller følger med på hva andre]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1167","PPS.T.Reticent.i18","PPS; Teacher rating; Reticent; item 18 [Orig Label: 18 Forblir alene og ubeskjeftiget, kansk]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1168","PPS.T.Reticent.i4","PPS; Teacher rating; Reticent; item[Orig Label: 4 Inntar rollen som observatør eller til]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1169","PPS.T.Reticent.i9","PPS; Teacher rating; Reticent; item[Orig Label: 9 Vandrer rundt uten mål og meni]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1170","PPS.T.Reticent.SS","PPS; Teacher rating; Reticent; sum of scores"," "
"1171","PPS.T.RoughPlay.i13","PPS; Teacher rating; RoughPlay; item 13 [Orig Label: 13 Tar delleke- og tulle-slåssing med]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1172","PPS.T.RoughPlay.i3","PPS; Teacher rating; RoughPlay; item[Orig Label: 3 Leker herjeleker med andre ba]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1173","PPS.T.RoughPlay.SS","PPS; Teacher rating; RoughPlay; sum of scores"," "
"1174","PPS.T.SocialPlay.i1","PPS; Teacher rating; SocialPlay; item[Orig Label: 1 Snakker og lager lyder til andre barn]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1175","PPS.T.SocialPlay.i10","PPS; Teacher rating; SocialPlay; item 10 [Orig Label: 10 Leker sammen med andre barn (ikke bar]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1176","PPS.T.SocialPlay.i15","PPS; Teacher rating; SocialPlay; item 15 [Orig Label: 15 Tar delaktiv samtale med andre bar]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1177","PPS.T.SocialPlay.i16","PPS; Teacher rating; SocialPlay; item 16 [Orig Label: 16 Engasjerer segfantasilek med andre]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1178","PPS.T.SocialPlay.i5","PPS; Teacher rating; SocialPlay; item[Orig Label: 5 Leker late-som-om-lek sammen med andre]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1179","PPS.T.SocialPlay.i6","PPS; Teacher rating; SocialPlay; item[Orig Label: 6 Deltargruppeleker (sisten, bro-bro-]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1180","PPS.T.SocialPlay.SS","PPS; Teacher rating; SocialPlay; sum of scores"," "
"1181","PPS.T.SolitaryActive.i11","PPS; Teacher rating; SolitaryActive; item 11 [Orig Label: 11 Leker fantasilek, men ikke sammen med]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1182","PPS.T.SolitaryActive.i7","PPS; Teacher rating; SolitaryActive; item[Orig Label: 7 Holder på med late-som-om-lek for seg]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1183","PPS.T.SolitaryActive.i8","PPS; Teacher rating; SolitaryActive; item[Orig Label: 8 Leker alene, bygger ting med klosser e]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1184","PPS.T.SolitaryActive.SS","PPS; Teacher rating; SolitaryActive; sum of scores"," "
"1185","PPS.T.SolitaryPassive.i14","PPS; Teacher rating; SolitaryPassive; item 14 [Orig Label: 14 Leker for seg selv, tegner, maler ell]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1186","PPS.T.SolitaryPassive.i17","PPS; Teacher rating; SolitaryPassive; item 17 [Orig Label: 17 Leker alene, utforsker ting og prøver]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1187","PPS.T.SolitaryPassive.i2","PPS; Teacher rating; SolitaryPassive; item[Orig Label: 2 Leker for seg selv og utforsker ting e]","0 Aldri; 1 Nesten aldri; 2 Noen ganger; 3 Ofte; 4 Svært ofte"
"1188","PPS.T.SolitaryPassive.SS","PPS; Teacher rating; SolitaryPassive; sum of scores"," "
"1189","PREG_ID_299","Unique ID for each pregnancy"," "
"1190","SBFCBQ63","CBQ63:SBF_V1; 63 klager over at noen klær er for trang; .","1 1; 2 2; 3 3; 4 4; 5 5; 6 6; 7 7; 9 PI"
"1191","SBFCBQ64","CBQ64:SBF_V1; 64 blir ute av seg av å vaske ansiktet e; .","1 1; 2 2; 3 3; 4 4; 5 5; 6 6; 7 7; 9 PI"
"1192","SDQ.P.afraid","SDQ; parent; afraid [Orig Label:  24 Redd for mye, lett skremt]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1193","SDQ.P.attends","SDQ; parent; attends [Orig Label:  25 Fullfører oppgaver, god konsentrasjon]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1194","SDQ.P.BEHAVIORX","SDQ; parent; BEHAVIORX"," "
"1195","SDQ.P.bullied","SDQ; parent; bullied [Orig Label:  19 Plaget eller mobbet av andre b]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1196","SDQ.P.caring","SDQ; parent; caring [Orig Label: Hjelpsom hvis noen er såret, lei seg e]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1197","SDQ.P.clingy","SDQ; parent; clingy [Orig Label:  16 Nervøs eller klengetenye situasjon]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1198","SDQ.P.CONCENTRATIONX","SDQ; parent; CONCENTRATIONX"," "
"1199","SDQ.P.CONDUCT.SS","SDQ; parent; CONDUCT; sum of scores"," "
"1200","SDQ.P.consid","SDQ; parent; consid [Orig Label: Omtenksom, tar hensyn til andre mennes]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1201","SDQ.P.distrac","SDQ; parent; distrac [Orig Label:  15 Lett avledet, mister lett konsentrasj]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1202","SDQ.P.EMOTION.SS","SDQ; parent; EMOTION; sum of scores"," "
"1203","SDQ.P.EMOTIONX","SDQ; parent; EMOTIONX"," "
"1204","SDQ.P.fidgety","SDQ; parent; fidgety [Orig Label:  10 Stadig urolig ellerbevegelse]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1205","SDQ.P.fights","SDQ; parent; fights [Orig Label:  12 Slåss ofte med andre barn eller mobbe]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1206","SDQ.P.friend","SDQ; parent; friend [Orig Label:  11 Har minst en god venn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1207","SDQ.P.helpout","SDQ; parent; helpout [Orig Label:  20 Tilbyr seg oftehjelpe andre (forel]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1208","SDQ.P.HYPERACT.SS","SDQ; parent; HYPERACT; sum of scores"," "
"1209","SDQ.P.IPT.distres","SDQ; parent; impact on functioning; distres [Orig Label:  Barnet forstyrret/plaget?]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1210","SDQ.P.IPT.impclas","SDQ; parent; impact on functioning; in class(room) [Orig Label: barnehage/park/hos dagmamma]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1211","SDQ.P.IPT.imphome","SDQ; parent; impact on functioning; imphome [Orig Label:  Hjemme/i familien]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1212","SDQ.P.IPT.impleis","SDQ; parent; impact on functioning; impleis [Orig Label:  Fritidsaktiviteter]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1213","SDQ.P.IPT.imppeer","SDQ; parent; impact on functioning; peer relationships [Orig Label:  Forhold til venner/samvær med jevnaldren]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1214","SDQ.P.IPT.SS","SDQ; parent; impact on functioning; sum of scores"," "
"1215","SDQ.P.kind","SDQ; parent; kind [Orig Label:  17 Snill mot yngre barn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1216","SDQ.P.lies","SDQ; parent; lies [Orig Label:  18 Lyver eller jukser ofte]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1217","SDQ.P.loner","SDQ; parent; loner [Orig Label: Ganske ensom, leker ofte alene]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1218","SDQ.P.obeys","SDQ; parent; obeys [Orig Label: Som regel lydig, gjør vanligvis det vo]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1219","SDQ.P.oldbest","SDQ; parent; oldbest [Orig Label:  23 Kommer bedre overens med voksne enn m]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1220","SDQ.P.PEERREL.SS","SDQ; parent; PEERREL; sum of scores"," "
"1221","SDQ.P.popular","SDQ; parent; popular [Orig Label:  14 Vanligvis likt av andre barn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1222","SDQ.P.PROSOCIAL.SS","SDQ; parent; PROSOCIAL; sum of scores"," "
"1223","SDQ.P.q.friend","SDQ; parent; reversed scale; friend [Orig Label:  11 Har minst en god venn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1224","SDQ.P.q.obeys","SDQ; parent; reversed scale; obeys [Orig Label: Som regel lydig, gjør vanligvis det vo]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1225","SDQ.P.q.popular","SDQ; parent; reversed scale; popular [Orig Label:  14 Vanligvis likt av andre barn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1226","SDQ.P.q.reflect","SDQ; parent; reversed scale; reflect [Orig Label:  21 Tenker seg om før hun/han handler (gj]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1227","SDQ.P.reflect","SDQ; parent; reflect [Orig Label:  21 Tenker seg om før hun/han handler (gj]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1228","SDQ.P.restles","SDQ; parent; restles [Orig Label: Rastløs, overaktiv, kan ikke være leng]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1229","SDQ.P.shares","SDQ; parent; shares [Orig Label: Deler gjerne med andre barn (godter, l]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1230","SDQ.P.SOCIALX","SDQ; parent; SOCIALX"," "
"1231","SDQ.P.somatic","SDQ; parent; somatic [Orig Label: Klager ofte over hodepine, vondtmag]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1232","SDQ.P.steals","SDQ; parent; steals [Orig Label:  22 Stjeler hjemme,barnehagen eller an]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1233","SDQ.P.tantrum","SDQ; parent; tantrum [Orig Label: Har ofte raserianfall eller dårlig hum]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1234","SDQ.P.TOT.SS","SDQ; parent; global evaluation based on EMOTION, CONDUCT, HYPERACTIVITY, PEERRELATIONS; sum of scores; sum of sumscores for emotion, conduct, hyper, peer"," "
"1235","SDQ.P.unhappy","SDQ; parent; unhappy [Orig Label:  13 Ofte lei seg, nedfor eller på gråten]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1236","SDQ.P.worries","SDQ; parent; worries [Orig Label: Mange bekymringer, virker ofte bekymr]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1237","SDQ.T.afraid","SDQ; teacher; afraid [Orig Label: 24 Redd for mye, lett skremt]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1238","SDQ.T.attends","SDQ; teacher; attends [Orig Label: 25 Fullfører oppgaver, god konsentrasjon]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1239","SDQ.T.BEHAVIORX","SDQ; teacher; BEHAVIORX"," "
"1240","SDQ.T.bullied","SDQ; teacher; bullied [Orig Label: 19 Plaget eller mobbet av andre b]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1241","SDQ.T.caring","SDQ; teacher; caring [Orig Label: 9 Hjelpsom hvis noen er såret, lei seg e]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1242","SDQ.T.clingy","SDQ; teacher; clingy [Orig Label: 16 Nervøs eller klengetenye situasjon]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1243","SDQ.T.CONCENTRATIONX","SDQ; teacher; CONCENTRATIONX"," "
"1244","SDQ.T.CONDUCT.SS","SDQ; teacher; CONDUCT; sum of scores"," "
"1245","SDQ.T.consid","SDQ; teacher; consid [Orig Label: 1 Omtenksom, tar hensyn til andre mennes]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1246","SDQ.T.distrac","SDQ; teacher; distrac [Orig Label: 15 Lett avledet, mister lett konsentrasj]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1247","SDQ.T.EMOTION.SS","SDQ; teacher; EMOTION; sum of scores"," "
"1248","SDQ.T.EMOTIONX","SDQ; teacher; EMOTIONX"," "
"1249","SDQ.T.fidgety","SDQ; teacher; fidgety [Orig Label: 10 Stadig urolig ellerbevegelse]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1250","SDQ.T.fights","SDQ; teacher; fights [Orig Label: 12 Slåss ofte med andre barn eller mobbe]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1251","SDQ.T.friend","SDQ; teacher; friend [Orig Label: 11 Har minst en god venn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1252","SDQ.T.helpout","SDQ; teacher; helpout [Orig Label: 20 Tilbyr seg oftehjelpe andre (forel]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1253","SDQ.T.HYPERACT.SS","SDQ; teacher; HYPERACT; sum of scores"," "
"1254","SDQ.T.IPT.distres","SDQ; teacher; impact on functioning; distres [Orig Label: Barnet forstyrret/plaget?]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1255","SDQ.T.IPT.impclas","SDQ; teacher; impact on functioning; in class(room) [Orig Label: I barnehage/park/hos dagmamma]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1256","SDQ.T.IPT.imppeer","SDQ; teacher; impact on functioning; peer relationships [Orig Label: Forhold til jevnaldrende]","0 Ikke i det hele tatt; 1 bare litt; 2 En god del; 3 Mye"
"1257","SDQ.T.kind","SDQ; teacher; kind [Orig Label: 17 Snill mot yngre barn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1258","SDQ.T.lies","SDQ; teacher; lies [Orig Label: 18 Lyver eller jukser ofte]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1259","SDQ.T.loner","SDQ; teacher; loner [Orig Label: 6 Ganske ensom, leker ofte alene]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1260","SDQ.T.obeys","SDQ; teacher; obeys [Orig Label: 7 Som regel lydig, gjør vanligvis det vo]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1261","SDQ.T.oldbest","SDQ; teacher; oldbest [Orig Label: 23 Kommer bedre overens med voksne enn m]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1262","SDQ.T.PEERREL.SS","SDQ; teacher; PEERREL; sum of scores"," "
"1263","SDQ.T.popular","SDQ; teacher; popular [Orig Label: 14 Vanligvis likt av andre barn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1264","SDQ.T.PROSOCIAL.SS","SDQ; teacher; PROSOCIAL; sum of scores"," "
"1265","SDQ.T.q.friend","SDQ; teacher; reversed scale; friend [Orig Label: 11 Har minst en god venn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1266","SDQ.T.q.obeys","SDQ; teacher; reversed scale; obeys [Orig Label: 7 Som regel lydig, gjør vanligvis det vo]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1267","SDQ.T.q.popular","SDQ; teacher; reversed scale; popular [Orig Label: 14 Vanligvis likt av andre barn]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1268","SDQ.T.q.reflect","SDQ; teacher; reversed scale; reflect [Orig Label: 21 Tenker seg om før hun/han handler (gj]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1269","SDQ.T.reflect","SDQ; teacher; reflect [Orig Label: 21 Tenker seg om før hun/han handler (gj]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1270","SDQ.T.restles","SDQ; teacher; restles [Orig Label: 2 Rastløs, overaktiv, kan ikke være leng]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1271","SDQ.T.shares","SDQ; teacher; shares [Orig Label: 4 Deler gjerne med andre barn (godter, l]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1272","SDQ.T.SOCIALX","SDQ; teacher; SOCIALX"," "
"1273","SDQ.T.somatic","SDQ; teacher; somatic [Orig Label: 3 Klager ofte over hodepine, vondtmag]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1274","SDQ.T.steals","SDQ; teacher; steals [Orig Label: 22 Stjeler hjemme,barnehagen eller an]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1275","SDQ.T.tantrum","SDQ; teacher; tantrum [Orig Label: 5 Har ofte raserianfall eller dårlig hum]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1276","SDQ.T.unhappy","SDQ; teacher; unhappy [Orig Label: 13 Ofte lei seg, nedfor eller på gråten]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1277","SDQ.T.worries","SDQ; teacher; worries [Orig Label: 8 Mange bekymringer, virker ofte bekymr]","0 Stemmer ikke; 1 Stemmer delvis; 2 Stemmer helt"
"1278","StB.ABIQ.PR","Stanford Binet test battery; Abbreviated IQ; percent rank [Orig Label:  1. BOK NRRoutingoppgaver for ikke-verbalt domene Sumscore]"," "
"1279","StB.ABIQ.S","Stanford Binet test battery; Abbreviated IQ; Score [Orig Label:  1. BOK NRRoutingoppgaver for ikke-verbalt domene Sumscore]"," "
"1280","StB.i1_2","Stanford Binet test battery; item 1_2 [Orig Label:  1. BOK NRRoutingoppgaver for ikke-verbalt domene Sumscore]"," "
"1281","StB.i3_2","Stanford Binet test battery; item 3_2 [Orig Label:  3. BOK NRVerbalt domene Oppg. 1-14 Sumscore]"," "
"1282","StB.i3_3","Stanford Binet test battery; item 3_3 [Orig Label:  3. BOK NRVerbalt domene Oppg. 15-27 Sumscore]"," "
"1283","StB.i3_4","Stanford Binet test battery; item 3_4 [Orig Label:  3. BOK NRVerbalt domene Oppg. 1-14 Sumscore]"," "
"1284","StB.i5_2","Stanford Binet test battery; item 5_2 [Orig Label:  5. BOK NRNivåIkke-verbalt domenearbeidsminneUtsatt respons Sumscore]"," "
"1285","StB.i5_3","Stanford Binet test battery; item 5_3 [Orig Label:  5. BOK NRNivåIkke-verbalt domenearbeidsminneVisuo-spatialt minnespenn Sumscore]"," "
"1286","StB.i5_4","Stanford Binet test battery; item 5_4 [Orig Label:  5. BOK NRNivåIkke-verbalt domenearbeidsminneVisuo-spatialt minnespenn Sumscore]"," "
"1287","StB.i5_5","Stanford Binet test battery; item 5_5 [Orig Label:  5. BOK NRNIVÅ 1-3 IKKE-VERBALT DOMENEARBEIDSMINNE TOTAL SUMSCORE]"," "
"1288","StB.i6_2","Stanford Binet test battery; item 6_2 [Orig Label:  6. Skriv barnets svar om Katt og ball (OppgaveBOK NRNivåVerbal oppgave)]"," "
"1289","StB.i6_3","Stanford Binet test battery; item 6_3 [Orig Label:  6. Skriv barnets svar om Vasking(OppgaveBOK NRNivåVerbal oppgave)]"," "
"1290","StB.i6_4","Stanford Binet test battery; item 6_4 [Orig Label:  6. Skriv barnets svar om Puslespill (OppgaveBOK NRNivåVerbal oppgave)]"," "
"1291","StB.i6_5","Stanford Binet test battery; item 6_5 [Orig Label:  6. BOK NRNivåVerbal oppgave Sumscore]"," "
"1292","StB.i7_3","Stanford Binet test battery; item 7_3 [Orig Label:  7. BOK NRNivåVerbalt domenearbeidsminne Sumscore]"," "
"1293","StB.i7_4","Stanford Binet test battery; item 7_4 [Orig Label:  7. BOK NRNivåVerbalt domenearbeidsminne Sumscore]"," "
"1294","StB.i7_5","Stanford Binet test battery; item 7_5 [Orig Label:  7. BOK NRNIVÅOGVERBALT ARBEIDSMINNE TOTALT SUMSCORE]"," "
"1295","StB.Instrument_id","Stanford Binet test battery; Instrument_id"," "
"1296","StB.NVIQ.S","Stanford Binet test battery; non-verbal IQ; Score [Orig Label:  1. BOK NRRoutingoppgaver for ikke-verbalt domene Sumscore]"," "
"1297","StB.NVWMS.S","Stanford Binet test battery; non-visual working memory; Score [Orig Label:  5. BOK NRNIVÅ 1-3 IKKE-VERBALT DOMENEARBEIDSMINNE TOTAL SUMSCORE]"," "
"1298","StB.VIQ.S","Stanford Binet test battery; verbal IQ; Score [Orig Label:  3. BOK NRVerbalt domene Oppg. 1-14 Sumscore]"," "
"1299","StB.VWMS.S","Stanford Binet test battery; visual working memory; Score [Orig Label:  7. BOK NRNIVÅOGVERBALT ARBEIDSMINNE TOTALT SUMSCORE]"," "
"1300","StB.WMindex.S","Stanford Binet test battery; workig memory index; Score [Orig Label:  5. BOK NRNIVÅ 1-3 IKKE-VERBALT DOMENEARBEIDSMINNE TOTAL SUMSCORE]"," "
"1301","STP.err_e","Spin the pots task; number of errors empty boxes [Orig Label:  1. Antall feilbokser som aldri har hatt klistremerke:]"," "
"1302","STP.err_f","Spin the pots task; number of errors boxes with sticker [Orig Label:  1. Antall feilbokser som hadde klistremerke:]"," "
